contract_id,proposal_id,customer_id,installment_number,due_date,amount_due
CT0000217,PR000335,C00250,19,2026-04-20,357.02
CT0000217,PR000335,C00250,20,2026-05-20,357.02
CT0000217,PR000335,C00250,21,2026-06-20,357.02
CT0000217,PR000335,C00250,22,2026-07-20,357.02
CT0000217,PR000335,C00250,23,2026-08-20,357.02
CT0000217,PR000335,C00250,24,2026-09-20,357.02
CT0000218,PR000336,C00246,1,2026-03-29,403.6
CT0000218,PR000336,C00246,2,2026-04-29,403.6
CT0000218,PR000336,C00246,3,2026-05-29,403.6
CT0000218,PR000336,C00246,4,2026-06-29,403.6
CT0000218,PR000336,C00246,5,2026-07-29,403.6
CT0000218,PR000336,C00246,6,2026-08-29,403.6
CT0000218,PR000336,C00246,7,2026-09-29,403.6
CT0000218,PR000336,C00246,8,2026-10-29,403.6
CT0000218,PR000336,C00246,9,2026-11-29,403.6
CT0000218,PR000336,C00246,10,2026-12-29,403.6
CT0000218,PR000336,C00246,11,2027-01-29,403.6
CT0000218,PR000336,C00246,12,2027-02-28,403.6
CT0000218,PR000336,C00246,13,2027-03-29,403.6
CT0000218,PR000336,C00246,14,2027-04-29,403.6
CT0000218,PR000336,C00246,15,2027-05-29,403.6
CT0000218,PR000336,C00246,16,2027-06-29,403.6
CT0000218,PR000336,C00246,17,2027-07-29,403.6
CT0000218,PR000336,C00246,18,2027-08-29,403.6
CT0000218,PR000336,C00246,19,2027-09-29,403.6
CT0000218,PR000336,C00246,20,2027-10-29,403.6
CT0000218,PR000336,C00246,21,2027-11-29,403.6
CT0000218,PR000336,C00246,22,2027-12-29,403.6
CT0000218,PR000336,C00246,23,2028-01-29,403.6
CT0000218,PR000336,C00246,24,2028-02-29,403.6
CT0000218,PR000336,C00246,25,2028-03-29,403.6
CT0000218,PR000336,C00246,26,2028-04-29,403.6
CT0000218,PR000336,C00246,27,2028-05-29,403.6
CT0000218,PR000336,C00246,28,2028-06-29,403.6
CT0000218,PR000336,C00246,29,2028-07-29,403.6
CT0000218,PR000336,C00246,30,2028-08-29,403.6
CT0000218,PR000336,C00246,31,2028-09-29,403.6
CT0000218,PR000336,C00246,32,2028-10-29,403.6
CT0000218,PR000336,C00246,33,2028-11-29,403.6
CT0000218,PR000336,C00246,34,2028-12-29,403.6
CT0000218,PR000336,C00246,35,2029-01-29,403.6
CT0000218,PR000336,C00246,36,2029-02-28,403.6
CT0000219,PR000337,C00348,1,2024-05-10,3928.78
CT0000219,PR000337,C00348,2,2024-06-10,3928.78
CT0000219,PR000337,C00348,3,2024-07-10,3928.78
CT0000219,PR000337,C00348,4,2024-08-10,3928.78
CT0000219,PR000337,C00348,5,2024-09-10,3928.78
CT0000219,PR000337,C00348,6,2024-10-10,3928.78
CT0000219,PR000337,C00348,7,2024-11-10,3928.78
CT0000219,PR000337,C00348,8,2024-12-10,3928.78
CT0000219,PR000337,C00348,9,2025-01-10,3928.78
CT0000219,PR000337,C00348,10,2025-02-10,3928.78
CT0000219,PR000337,C00348,11,2025-03-10,3928.78
CT0000219,PR000337,C00348,12,2025-04-10,3928.78
CT0000220,PR000338,C00024,1,2024-08-16,32.43
CT0000220,PR000338,C00024,2,2024-09-16,32.43
CT0000220,PR000338,C00024,3,2024-10-16,32.43
CT0000220,PR000338,C00024,4,2024-11-16,32.43
CT0000220,PR000338,C00024,5,2024-12-16,32.43
CT0000220,PR000338,C00024,6,2025-01-16,32.43
CT0000220,PR000338,C00024,7,2025-02-16,32.43
CT0000220,PR000338,C00024,8,2025-03-16,32.43
CT0000220,PR000338,C00024,9,2025-04-16,32.43
CT0000220,PR000338,C00024,10,2025-05-16,32.43
CT0000220,PR000338,C00024,11,2025-06-16,32.43
CT0000220,PR000338,C00024,12,2025-07-16,32.43
CT0000220,PR000338,C00024,13,2025-08-16,32.43
CT0000220,PR000338,C00024,14,2025-09-16,32.43
CT0000220,PR000338,C00024,15,2025-10-16,32.43
CT0000220,PR000338,C00024,16,2025-11-16,32.43
CT0000220,PR000338,C00024,17,2025-12-16,32.43
CT0000220,PR000338,C00024,18,2026-01-16,32.43
CT0000220,PR000338,C00024,19,2026-02-16,32.43
CT0000220,PR000338,C00024,20,2026-03-16,32.43
CT0000220,PR000338,C00024,21,2026-04-16,32.43
CT0000220,PR000338,C00024,22,2026-05-16,32.43
CT0000220,PR000338,C00024,23,2026-06-16,32.43
CT0000220,PR000338,C00024,24,2026-07-16,32.43
CT0000220,PR000338,C00024,25,2026-08-16,32.43
CT0000220,PR000338,C00024,26,2026-09-16,32.43
CT0000220,PR000338,C00024,27,2026-10-16,32.43
CT0000220,PR000338,C00024,28,2026-11-16,32.43
CT0000220,PR000338,C00024,29,2026-12-16,32.43
CT0000220,PR000338,C00024,30,2027-01-16,32.43
CT0000220,PR000338,C00024,31,2027-02-16,32.43
CT0000220,PR000338,C00024,32,2027-03-16,32.43
CT0000220,PR000338,C00024,33,2027-04-16,32.43
CT0000220,PR000338,C00024,34,2027-05-16,32.43
CT0000220,PR000338,C00024,35,2027-06-16,32.43
CT0000220,PR000338,C00024,36,2027-07-16,32.43
CT0000221,PR000339,C00033,1,2025-08-04,397.78
CT0000221,PR000339,C00033,2,2025-09-04,397.78
CT0000221,PR000339,C00033,3,2025-10-04,397.78
CT0000221,PR000339,C00033,4,2025-11-04,397.78
CT0000221,PR000339,C00033,5,2025-12-04,397.78
CT0000221,PR000339,C00033,6,2026-01-04,397.78
CT0000221,PR000339,C00033,7,2026-02-04,397.78
CT0000221,PR000339,C00033,8,2026-03-04,397.78
CT0000221,PR000339,C00033,9,2026-04-04,397.78
CT0000221,PR000339,C00033,10,2026-05-04,397.78
CT0000221,PR000339,C00033,11,2026-06-04,397.78
CT0000221,PR000339,C00033,12,2026-07-04,397.78
CT0000221,PR000339,C00033,13,2026-08-04,397.78
CT0000221,PR000339,C00033,14,2026-09-04,397.78
CT0000221,PR000339,C00033,15,2026-10-04,397.78
CT0000221,PR000339,C00033,16,2026-11-04,397.78
CT0000221,PR000339,C00033,17,2026-12-04,397.78
CT0000221,PR000339,C00033,18,2027-01-04,397.78
CT0000221,PR000339,C00033,19,2027-02-04,397.78
CT0000221,PR000339,C00033,20,2027-03-04,397.78
CT0000221,PR000339,C00033,21,2027-04-04,397.78
CT0000221,PR000339,C00033,22,2027-05-04,397.78
CT0000221,PR000339,C00033,23,2027-06-04,397.78
CT0000221,PR000339,C00033,24,2027-07-04,397.78
CT0000221,PR000339,C00033,25,2027-08-04,397.78
CT0000221,PR000339,C00033,26,2027-09-04,397.78
CT0000221,PR000339,C00033,27,2027-10-04,397.78
CT0000221,PR000339,C00033,28,2027-11-04,397.78
CT0000221,PR000339,C00033,29,2027-12-04,397.78
CT0000221,PR000339,C00033,30,2028-01-04,397.78
CT0000221,PR000339,C00033,31,2028-02-04,397.78
CT0000221,PR000339,C00033,32,2028-03-04,397.78
CT0000221,PR000339,C00033,33,2028-04-04,397.78
CT0000221,PR000339,C00033,34,2028-05-04,397.78
CT0000221,PR000339,C00033,35,2028-06-04,397.78
CT0000221,PR000339,C00033,36,2028-07-04,397.78
CT0000222,PR000340,C00420,1,2025-04-23,2946.26
CT0000222,PR000340,C00420,2,2025-05-23,2946.26
CT0000222,PR000340,C00420,3,2025-06-23,2946.26
CT0000222,PR000340,C00420,4,2025-07-23,2946.26
CT0000222,PR000340,C00420,5,2025-08-23,2946.26
CT0000222,PR000340,C00420,6,2025-09-23,2946.26
CT0000222,PR000340,C00420,7,2025-10-23,2946.26
CT0000222,PR000340,C00420,8,2025-11-23,2946.26
CT0000222,PR000340,C00420,9,2025-12-23,2946.26
CT0000222,PR000340,C00420,10,2026-01-23,2946.26
CT0000222,PR000340,C00420,11,2026-02-23,2946.26
CT0000222,PR000340,C00420,12,2026-03-23,2946.26
CT0000223,PR000341,C00146,1,2025-04-08,1217.36
CT0000223,PR000341,C00146,2,2025-05-08,1217.36
CT0000223,PR000341,C00146,3,2025-06-08,1217.36
CT0000223,PR000341,C00146,4,2025-07-08,1217.36
CT0000223,PR000341,C00146,5,2025-08-08,1217.36
CT0000223,PR000341,C00146,6,2025-09-08,1217.36
CT0000223,PR000341,C00146,7,2025-10-08,1217.36
CT0000223,PR000341,C00146,8,2025-11-08,1217.36
CT0000223,PR000341,C00146,9,2025-12-08,1217.36
CT0000223,PR000341,C00146,10,2026-01-08,1217.36
CT0000223,PR000341,C00146,11,2026-02-08,1217.36
CT0000223,PR000341,C00146,12,2026-03-08,1217.36
CT0000224,PR000343,C00310,1,2025-01-17,1436.71
CT0000224,PR000343,C00310,2,2025-02-17,1436.71
CT0000224,PR000343,C00310,3,2025-03-17,1436.71
CT0000224,PR000343,C00310,4,2025-04-17,1436.71
CT0000224,PR000343,C00310,5,2025-05-17,1436.71
CT0000224,PR000343,C00310,6,2025-06-17,1436.71
CT0000224,PR000343,C00310,7,2025-07-17,1436.71
CT0000224,PR000343,C00310,8,2025-08-17,1436.71
CT0000224,PR000343,C00310,9,2025-09-17,1436.71
CT0000224,PR000343,C00310,10,2025-10-17,1436.71
CT0000224,PR000343,C00310,11,2025-11-17,1436.71
CT0000224,PR000343,C00310,12,2025-12-17,1436.71
CT0000225,PR000344,C00015,1,2024-09-16,1321.8
CT0000225,PR000344,C00015,2,2024-10-16,1321.8
CT0000225,PR000344,C00015,3,2024-11-16,1321.8
CT0000225,PR000344,C00015,4,2024-12-16,1321.8
CT0000225,PR000344,C00015,5,2025-01-16,1321.8
CT0000225,PR000344,C00015,6,2025-02-16,1321.8
CT0000225,PR000344,C00015,7,2025-03-16,1321.8
CT0000225,PR000344,C00015,8,2025-04-16,1321.8
CT0000225,PR000344,C00015,9,2025-05-16,1321.8
CT0000225,PR000344,C00015,10,2025-06-16,1321.8
CT0000225,PR000344,C00015,11,2025-07-16,1321.8
CT0000225,PR000344,C00015,12,2025-08-16,1321.8
CT0000225,PR000344,C00015,13,2025-09-16,1321.8
CT0000225,PR000344,C00015,14,2025-10-16,1321.8
CT0000225,PR000344,C00015,15,2025-11-16,1321.8
CT0000225,PR000344,C00015,16,2025-12-16,1321.8
CT0000225,PR000344,C00015,17,2026-01-16,1321.8
CT0000225,PR000344,C00015,18,2026-02-16,1321.8
CT0000225,PR000344,C00015,19,2026-03-16,1321.8
CT0000225,PR000344,C00015,20,2026-04-16,1321.8
CT0000225,PR000344,C00015,21,2026-05-16,1321.8
CT0000225,PR000344,C00015,22,2026-06-16,1321.8
CT0000225,PR000344,C00015,23,2026-07-16,1321.8
CT0000225,PR000344,C00015,24,2026-08-16,1321.8
CT0000226,PR000345,C00344,1,2025-12-21,1353.38
CT0000226,PR000345,C00344,2,2026-01-21,1353.38
CT0000226,PR000345,C00344,3,2026-02-21,1353.38
CT0000226,PR000345,C00344,4,2026-03-21,1353.38
CT0000226,PR000345,C00344,5,2026-04-21,1353.38
CT0000226,PR000345,C00344,6,2026-05-21,1353.38
CT0000226,PR000345,C00344,7,2026-06-21,1353.38
CT0000226,PR000345,C00344,8,2026-07-21,1353.38
CT0000226,PR000345,C00344,9,2026-08-21,1353.38
CT0000226,PR000345,C00344,10,2026-09-21,1353.38
CT0000226,PR000345,C00344,11,2026-10-21,1353.38
CT0000226,PR000345,C00344,12,2026-11-21,1353.38
CT0000226,PR000345,C00344,13,2026-12-21,1353.38
CT0000226,PR000345,C00344,14,2027-01-21,1353.38
CT0000226,PR000345,C00344,15,2027-02-21,1353.38
CT0000226,PR000345,C00344,16,2027-03-21,1353.38
CT0000226,PR000345,C00344,17,2027-04-21,1353.38
CT0000226,PR000345,C00344,18,2027-05-21,1353.38
CT0000226,PR000345,C00344,19,2027-06-21,1353.38
CT0000226,PR000345,C00344,20,2027-07-21,1353.38
CT0000226,PR000345,C00344,21,2027-08-21,1353.38
CT0000226,PR000345,C00344,22,2027-09-21,1353.38
CT0000226,PR000345,C00344,23,2027-10-21,1353.38
CT0000226,PR000345,C00344,24,2027-11-21,1353.38
CT0000227,PR000347,C00220,1,2024-11-23,911.41
CT0000227,PR000347,C00220,2,2024-12-23,911.41
CT0000227,PR000347,C00220,3,2025-01-23,911.41
CT0000227,PR000347,C00220,4,2025-02-23,911.41
CT0000227,PR000347,C00220,5,2025-03-23,911.41
CT0000227,PR000347,C00220,6,2025-04-23,911.41
CT0000227,PR000347,C00220,7,2025-05-23,911.41
CT0000227,PR000347,C00220,8,2025-06-23,911.41
CT0000227,PR000347,C00220,9,2025-07-23,911.41
CT0000227,PR000347,C00220,10,2025-08-23,911.41
CT0000227,PR000347,C00220,11,2025-09-23,911.41
CT0000227,PR000347,C00220,12,2025-10-23,911.41
CT0000227,PR000347,C00220,13,2025-11-23,911.41
CT0000227,PR000347,C00220,14,2025-12-23,911.41
CT0000227,PR000347,C00220,15,2026-01-23,911.41
CT0000227,PR000347,C00220,16,2026-02-23,911.41
CT0000227,PR000347,C00220,17,2026-03-23,911.41
CT0000227,PR000347,C00220,18,2026-04-23,911.41
CT0000227,PR000347,C00220,19,2026-05-23,911.41
CT0000227,PR000347,C00220,20,2026-06-23,911.41
CT0000227,PR000347,C00220,21,2026-07-23,911.41
CT0000227,PR000347,C00220,22,2026-08-23,911.41
CT0000227,PR000347,C00220,23,2026-09-23,911.41
CT0000227,PR000347,C00220,24,2026-10-23,911.41
CT0000227,PR000347,C00220,25,2026-11-23,911.41
CT0000227,PR000347,C00220,26,2026-12-23,911.41
CT0000227,PR000347,C00220,27,2027-01-23,911.41
CT0000227,PR000347,C00220,28,2027-02-23,911.41
CT0000227,PR000347,C00220,29,2027-03-23,911.41
CT0000227,PR000347,C00220,30,2027-04-23,911.41
CT0000227,PR000347,C00220,31,2027-05-23,911.41
CT0000227,PR000347,C00220,32,2027-06-23,911.41
CT0000227,PR000347,C00220,33,2027-07-23,911.41
CT0000227,PR000347,C00220,34,2027-08-23,911.41
CT0000227,PR000347,C00220,35,2027-09-23,911.41
CT0000227,PR000347,C00220,36,2027-10-23,911.41
CT0000228,PR000348,C00119,1,2025-11-18,658.1
CT0000228,PR000348,C00119,2,2025-12-18,658.1
CT0000228,PR000348,C00119,3,2026-01-18,658.1
CT0000228,PR000348,C00119,4,2026-02-18,658.1
CT0000228,PR000348,C00119,5,2026-03-18,658.1
CT0000228,PR000348,C00119,6,2026-04-18,658.1
CT0000228,PR000348,C00119,7,2026-05-18,658.1
CT0000228,PR000348,C00119,8,2026-06-18,658.1
CT0000228,PR000348,C00119,9,2026-07-18,658.1
CT0000228,PR000348,C00119,10,2026-08-18,658.1
CT0000228,PR000348,C00119,11,2026-09-18,658.1
CT0000228,PR000348,C00119,12,2026-10-18,658.1
CT0000228,PR000348,C00119,13,2026-11-18,658.1
CT0000228,PR000348,C00119,14,2026-12-18,658.1
CT0000228,PR000348,C00119,15,2027-01-18,658.1
CT0000228,PR000348,C00119,16,2027-02-18,658.1
CT0000228,PR000348,C00119,17,2027-03-18,658.1
CT0000228,PR000348,C00119,18,2027-04-18,658.1
CT0000228,PR000348,C00119,19,2027-05-18,658.1
CT0000228,PR000348,C00119,20,2027-06-18,658.1
CT0000228,PR000348,C00119,21,2027-07-18,658.1
CT0000228,PR000348,C00119,22,2027-08-18,658.1
CT0000228,PR000348,C00119,23,2027-09-18,658.1
CT0000228,PR000348,C00119,24,2027-10-18,658.1
CT0000229,PR000350,C00091,1,2025-07-22,467.84
CT0000229,PR000350,C00091,2,2025-08-22,467.84
CT0000229,PR000350,C00091,3,2025-09-22,467.84
CT0000229,PR000350,C00091,4,2025-10-22,467.84
CT0000229,PR000350,C00091,5,2025-11-22,467.84
CT0000229,PR000350,C00091,6,2025-12-22,467.84
CT0000229,PR000350,C00091,7,2026-01-22,467.84
CT0000229,PR000350,C00091,8,2026-02-22,467.84
CT0000229,PR000350,C00091,9,2026-03-22,467.84
CT0000229,PR000350,C00091,10,2026-04-22,467.84
CT0000229,PR000350,C00091,11,2026-05-22,467.84
CT0000229,PR000350,C00091,12,2026-06-22,467.84
CT0000229,PR000350,C00091,13,2026-07-22,467.84
CT0000229,PR000350,C00091,14,2026-08-22,467.84
CT0000229,PR000350,C00091,15,2026-09-22,467.84
CT0000229,PR000350,C00091,16,2026-10-22,467.84
CT0000229,PR000350,C00091,17,2026-11-22,467.84
CT0000229,PR000350,C00091,18,2026-12-22,467.84
CT0000229,PR000350,C00091,19,2027-01-22,467.84
CT0000229,PR000350,C00091,20,2027-02-22,467.84
CT0000229,PR000350,C00091,21,2027-03-22,467.84
CT0000229,PR000350,C00091,22,2027-04-22,467.84
CT0000229,PR000350,C00091,23,2027-05-22,467.84
CT0000229,PR000350,C00091,24,2027-06-22,467.84
CT0000229,PR000350,C00091,25,2027-07-22,467.84
CT0000229,PR000350,C00091,26,2027-08-22,467.84
CT0000229,PR000350,C00091,27,2027-09-22,467.84
CT0000229,PR000350,C00091,28,2027-10-22,467.84
CT0000229,PR000350,C00091,29,2027-11-22,467.84
CT0000229,PR000350,C00091,30,2027-12-22,467.84
CT0000229,PR000350,C00091,31,2028-01-22,467.84
CT0000229,PR000350,C00091,32,2028-02-22,467.84
CT0000229,PR000350,C00091,33,2028-03-22,467.84
CT0000229,PR000350,C00091,34,2028-04-22,467.84
CT0000229,PR000350,C00091,35,2028-05-22,467.84
CT0000229,PR000350,C00091,36,2028-06-22,467.84
CT0000230,PR000352,C00192,1,2024-08-24,326.17
CT0000230,PR000352,C00192,2,2024-09-24,326.17
CT0000230,PR000352,C00192,3,2024-10-24,326.17
CT0000230,PR000352,C00192,4,2024-11-24,326.17
CT0000230,PR000352,C00192,5,2024-12-24,326.17
CT0000230,PR000352,C00192,6,2025-01-24,326.17
CT0000230,PR000352,C00192,7,2025-02-24,326.17
CT0000230,PR000352,C00192,8,2025-03-24,326.17
CT0000230,PR000352,C00192,9,2025-04-24,326.17
CT0000230,PR000352,C00192,10,2025-05-24,326.17
CT0000230,PR000352,C00192,11,2025-06-24,326.17
CT0000230,PR000352,C00192,12,2025-07-24,326.17
CT0000230,PR000352,C00192,13,2025-08-24,326.17
CT0000230,PR000352,C00192,14,2025-09-24,326.17
CT0000230,PR000352,C00192,15,2025-10-24,326.17
CT0000230,PR000352,C00192,16,2025-11-24,326.17
CT0000230,PR000352,C00192,17,2025-12-24,326.17
CT0000230,PR000352,C00192,18,2026-01-24,326.17
CT0000230,PR000352,C00192,19,2026-02-24,326.17
CT0000230,PR000352,C00192,20,2026-03-24,326.17
CT0000230,PR000352,C00192,21,2026-04-24,326.17
CT0000230,PR000352,C00192,22,2026-05-24,326.17
CT0000230,PR000352,C00192,23,2026-06-24,326.17
CT0000230,PR000352,C00192,24,2026-07-24,326.17
CT0000230,PR000352,C00192,25,2026-08-24,326.17
CT0000230,PR000352,C00192,26,2026-09-24,326.17
CT0000230,PR000352,C00192,27,2026-10-24,326.17
CT0000230,PR000352,C00192,28,2026-11-24,326.17
CT0000230,PR000352,C00192,29,2026-12-24,326.17
CT0000230,PR000352,C00192,30,2027-01-24,326.17
CT0000230,PR000352,C00192,31,2027-02-24,326.17
CT0000230,PR000352,C00192,32,2027-03-24,326.17
CT0000230,PR000352,C00192,33,2027-04-24,326.17
CT0000230,PR000352,C00192,34,2027-05-24,326.17
CT0000230,PR000352,C00192,35,2027-06-24,326.17
CT0000230,PR000352,C00192,36,2027-07-24,326.17
CT0000231,PR000355,C00006,1,2025-01-18,743.98
CT0000231,PR000355,C00006,2,2025-02-18,743.98
CT0000231,PR000355,C00006,3,2025-03-18,743.98
CT0000231,PR000355,C00006,4,2025-04-18,743.98
CT0000231,PR000355,C00006,5,2025-05-18,743.98
CT0000231,PR000355,C00006,6,2025-06-18,743.98
CT0000231,PR000355,C00006,7,2025-07-18,743.98
CT0000231,PR000355,C00006,8,2025-08-18,743.98
CT0000231,PR000355,C00006,9,2025-09-18,743.98
CT0000231,PR000355,C00006,10,2025-10-18,743.98
CT0000231,PR000355,C00006,11,2025-11-18,743.98
CT0000231,PR000355,C00006,12,2025-12-18,743.98
CT0000231,PR000355,C00006,13,2026-01-18,743.98
CT0000231,PR000355,C00006,14,2026-02-18,743.98
CT0000231,PR000355,C00006,15,2026-03-18,743.98
CT0000231,PR000355,C00006,16,2026-04-18,743.98
CT0000231,PR000355,C00006,17,2026-05-18,743.98
CT0000231,PR000355,C00006,18,2026-06-18,743.98
CT0000231,PR000355,C00006,19,2026-07-18,743.98
CT0000231,PR000355,C00006,20,2026-08-18,743.98
CT0000231,PR000355,C00006,21,2026-09-18,743.98
CT0000231,PR000355,C00006,22,2026-10-18,743.98
CT0000231,PR000355,C00006,23,2026-11-18,743.98
CT0000231,PR000355,C00006,24,2026-12-18,743.98
CT0000231,PR000355,C00006,25,2027-01-18,743.98
CT0000231,PR000355,C00006,26,2027-02-18,743.98
CT0000231,PR000355,C00006,27,2027-03-18,743.98
CT0000231,PR000355,C00006,28,2027-04-18,743.98
CT0000231,PR000355,C00006,29,2027-05-18,743.98
CT0000231,PR000355,C00006,30,2027-06-18,743.98
CT0000231,PR000355,C00006,31,2027-07-18,743.98
CT0000231,PR000355,C00006,32,2027-08-18,743.98
CT0000231,PR000355,C00006,33,2027-09-18,743.98
CT0000231,PR000355,C00006,34,2027-10-18,743.98
CT0000231,PR000355,C00006,35,2027-11-18,743.98
CT0000231,PR000355,C00006,36,2027-12-18,743.98
CT0000232,PR000356,C00042,1,2025-01-31,974.25
CT0000232,PR000356,C00042,2,2025-02-28,974.25
CT0000232,PR000356,C00042,3,2025-03-31,974.25
CT0000232,PR000356,C00042,4,2025-04-30,974.25
CT0000232,PR000356,C00042,5,2025-05-31,974.25
CT0000232,PR000356,C00042,6,2025-06-30,974.25
CT0000232,PR000356,C00042,7,2025-07-31,974.25
CT0000232,PR000356,C00042,8,2025-08-31,974.25
CT0000232,PR000356,C00042,9,2025-09-30,974.25
CT0000232,PR000356,C00042,10,2025-10-31,974.25
CT0000232,PR000356,C00042,11,2025-11-30,974.25
CT0000232,PR000356,C00042,12,2025-12-31,974.25
CT0000232,PR000356,C00042,13,2026-01-31,974.25
CT0000232,PR000356,C00042,14,2026-02-28,974.25
CT0000232,PR000356,C00042,15,2026-03-31,974.25
CT0000232,PR000356,C00042,16,2026-04-30,974.25
CT0000232,PR000356,C00042,17,2026-05-31,974.25
CT0000232,PR000356,C00042,18,2026-06-30,974.25
CT0000232,PR000356,C00042,19,2026-07-31,974.25
CT0000232,PR000356,C00042,20,2026-08-31,974.25
CT0000232,PR000356,C00042,21,2026-09-30,974.25
CT0000232,PR000356,C00042,22,2026-10-31,974.25
CT0000232,PR000356,C00042,23,2026-11-30,974.25
CT0000232,PR000356,C00042,24,2026-12-31,974.25
CT0000232,PR000356,C00042,25,2027-01-31,974.25
CT0000232,PR000356,C00042,26,2027-02-28,974.25
CT0000232,PR000356,C00042,27,2027-03-31,974.25
CT0000232,PR000356,C00042,28,2027-04-30,974.25
CT0000232,PR000356,C00042,29,2027-05-31,974.25
CT0000232,PR000356,C00042,30,2027-06-30,974.25
CT0000232,PR000356,C00042,31,2027-07-31,974.25
CT0000232,PR000356,C00042,32,2027-08-31,974.25
CT0000232,PR000356,C00042,33,2027-09-30,974.25
CT0000232,PR000356,C00042,34,2027-10-31,974.25
CT0000232,PR000356,C00042,35,2027-11-30,974.25
CT0000232,PR000356,C00042,36,2027-12-31,974.25
CT0000233,PR000357,C00359,1,2025-10-10,3449.47
CT0000233,PR000357,C00359,2,2025-11-10,3449.47
CT0000233,PR000357,C00359,3,2025-12-10,3449.47
CT0000233,PR000357,C00359,4,2026-01-10,3449.47
CT0000233,PR000357,C00359,5,2026-02-10,3449.47
CT0000233,PR000357,C00359,6,2026-03-10,3449.47
CT0000233,PR000357,C00359,7,2026-04-10,3449.47
CT0000233,PR000357,C00359,8,2026-05-10,3449.47
CT0000233,PR000357,C00359,9,2026-06-10,3449.47
CT0000233,PR000357,C00359,10,2026-07-10,3449.47
CT0000233,PR000357,C00359,11,2026-08-10,3449.47
CT0000233,PR000357,C00359,12,2026-09-10,3449.47
CT0000234,PR000358,C00321,1,2026-01-21,1433.12
CT0000234,PR000358,C00321,2,2026-02-21,1433.12
CT0000234,PR000358,C00321,3,2026-03-21,1433.12
CT0000234,PR000358,C00321,4,2026-04-21,1433.12
CT0000234,PR000358,C00321,5,2026-05-21,1433.12
CT0000234,PR000358,C00321,6,2026-06-21,1433.12
CT0000234,PR000358,C00321,7,2026-07-21,1433.12
CT0000234,PR000358,C00321,8,2026-08-21,1433.12
CT0000234,PR000358,C00321,9,2026-09-21,1433.12
CT0000234,PR000358,C00321,10,2026-10-21,1433.12
CT0000234,PR000358,C00321,11,2026-11-21,1433.12
CT0000234,PR000358,C00321,12,2026-12-21,1433.12
CT0000234,PR000358,C00321,13,2027-01-21,1433.12
CT0000234,PR000358,C00321,14,2027-02-21,1433.12
CT0000234,PR000358,C00321,15,2027-03-21,1433.12
CT0000234,PR000358,C00321,16,2027-04-21,1433.12
CT0000234,PR000358,C00321,17,2027-05-21,1433.12
CT0000234,PR000358,C00321,18,2027-06-21,1433.12
CT0000234,PR000358,C00321,19,2027-07-21,1433.12
CT0000234,PR000358,C00321,20,2027-08-21,1433.12
CT0000234,PR000358,C00321,21,2027-09-21,1433.12
CT0000234,PR000358,C00321,22,2027-10-21,1433.12
CT0000234,PR000358,C00321,23,2027-11-21,1433.12
CT0000234,PR000358,C00321,24,2027-12-21,1433.12
CT0000235,PR000359,C00385,1,2026-02-16,3842.69
CT0000235,PR000359,C00385,2,2026-03-16,3842.69
CT0000235,PR000359,C00385,3,2026-04-16,3842.69
CT0000235,PR000359,C00385,4,2026-05-16,3842.69
CT0000235,PR000359,C00385,5,2026-06-16,3842.69
CT0000235,PR000359,C00385,6,2026-07-16,3842.69
CT0000235,PR000359,C00385,7,2026-08-16,3842.69
CT0000235,PR000359,C00385,8,2026-09-16,3842.69
CT0000235,PR000359,C00385,9,2026-10-16,3842.69
CT0000235,PR000359,C00385,10,2026-11-16,3842.69
CT0000235,PR000359,C00385,11,2026-12-16,3842.69
CT0000235,PR000359,C00385,12,2027-01-16,3842.69
CT0000236,PR000361,C00203,1,2024-12-07,1142.57
CT0000236,PR000361,C00203,2,2025-01-07,1142.57
CT0000236,PR000361,C00203,3,2025-02-07,1142.57
CT0000236,PR000361,C00203,4,2025-03-07,1142.57
CT0000236,PR000361,C00203,5,2025-04-07,1142.57
CT0000236,PR000361,C00203,6,2025-05-07,1142.57
CT0000236,PR000361,C00203,7,2025-06-07,1142.57
CT0000236,PR000361,C00203,8,2025-07-07,1142.57
CT0000236,PR000361,C00203,9,2025-08-07,1142.57
CT0000236,PR000361,C00203,10,2025-09-07,1142.57
CT0000236,PR000361,C00203,11,2025-10-07,1142.57
CT0000236,PR000361,C00203,12,2025-11-07,1142.57
CT0000236,PR000361,C00203,13,2025-12-07,1142.57
CT0000236,PR000361,C00203,14,2026-01-07,1142.57
CT0000236,PR000361,C00203,15,2026-02-07,1142.57
CT0000236,PR000361,C00203,16,2026-03-07,1142.57
CT0000236,PR000361,C00203,17,2026-04-07,1142.57
CT0000236,PR000361,C00203,18,2026-05-07,1142.57
CT0000236,PR000361,C00203,19,2026-06-07,1142.57
CT0000236,PR000361,C00203,20,2026-07-07,1142.57
CT0000236,PR000361,C00203,21,2026-08-07,1142.57
CT0000236,PR000361,C00203,22,2026-09-07,1142.57
CT0000236,PR000361,C00203,23,2026-10-07,1142.57
CT0000236,PR000361,C00203,24,2026-11-07,1142.57
CT0000236,PR000361,C00203,25,2026-12-07,1142.57
CT0000236,PR000361,C00203,26,2027-01-07,1142.57
CT0000236,PR000361,C00203,27,2027-02-07,1142.57
CT0000236,PR000361,C00203,28,2027-03-07,1142.57
CT0000236,PR000361,C00203,29,2027-04-07,1142.57
CT0000236,PR000361,C00203,30,2027-05-07,1142.57
